n,a,u,v,s,t,scaled,residual
26,6,13,15,832,960,60.594854511001145,0.9467946017343929
26,6,13,17,832,1088,60.58403794793259,0.9466255929364468
26,6,13,19,832,1216,60.58580431212272,0.9466531923769175
26,6,15,17,960,1088,60.932099930850804,0.9520640614195438
26,7,3,5,384,640,92.05310266663702,0.7191648645831017
26,7,3,7,384,896,92.0586836842646,0.7192084662833171
26,7,3,11,384,1408,92.04745473933835,0.7191207401510809
26,7,3,13,384,1664,92.04467573142237,0.7190990291517373
26,7,3,17,384,2176,92.05395003964883,0.7191714846847564
26,7,3,19,384,2432,92.04425054362491,0.7190957073720696
26,7,5,7,640,896,92.04500089755135,0.7191015695121199
26,7,5,9,640,1152,92.04946921839283,0.719136478268694
26,7,5,11,640,1408,92.04270183607068,0.7190836080943022
26,7,5,13,640,1664,92.07959575992575,0.7193718418744199
26,7,5,17,640,2176,92.12005957227242,0.7196879654083783
26,7,5,19,640,2432,92.037082708893,0.7190397086632265
26,7,7,9,896,1152,92.40828875869751,0.7219397559273243
26,7,7,11,896,1408,92.0414708344253,0.7190739908939476
26,7,7,13,896,1664,92.06604044428622,0.7192659409709861
26,7,7,15,896,1920,92.04692274523485,0.7191165839471473
26,7,7,17,896,2176,92.03229128498454,0.7190022756639417
26,7,7,19,896,2432,92.04241005988263,0.719081328592833
26,7,9,11,1152,1408,92.03699745764943,0.7190390426378862
26,7,9,13,1152,1664,92.07015863498084,0.7192981143357878
26,7,9,17,1152,2176,92.03599441083102,0.7190312063346174
26,7,9,19,1152,2432,92.03750267304132,0.7190429896331353
26,7,11,13,1408,1664,92.02949571803487,0.7189804352971474
26,7,11,15,1408,1920,92.02423133069726,0.7189393072710724
26,7,11,17,1408,2176,92.02415705561903,0.7189387269970237
26,7,11,19,1408,2432,92.03006349145005,0.7189848710269535
26,7,13,15,1664,1920,92.06324200044044,0.7192440781284409
26,7,13,17,1664,2176,92.02803334701227,0.7189690105235333
26,7,13,19,1664,2432,92.02567592226706,0.7189505931427114
26,7,15,17,1920,2176,93.23945831802394,0.728433268109562
26,8,3,5,768,1280,242.19835363873818,0.946087318901321
26,8,3,7,768,1792,242.19950195639757,0.946091804517178
26,8,3,11,768,2816,242.16730557308804,0.9459660373948752
26,8,3,13,768,3328,242.1536657099786,0.945912756679604
26,8,3,17,768,4352,242.1931535322226,0.9460670059852445
26,8,3,19,768,4864,242.15160284298952,0.9459046986054278
26,8,5,7,1280,1792,242.15181343390788,0.9459055212262026
26,8,5,9,1280,2304,242.18524700370403,0.9460361211082189
26,8,5,11,1280,2816,242.14848608480833,0.9458925237687825
26,8,5,13,1280,3328,242.2425783383921,0.9462600716343441
26,8,5,17,1280,4352,242.4704981249037,0.9471503833004051
26,8,5,19,1280,4864,242.1244955355347,0.9457988106856824
26,8,7,9,1792,2304,243.28635693098676,0.950337331761667
26,8,7,11,1792,2816,242.1458971227375,0.9458824106356933
26,8,7,13,1792,3328,242.2653514149919,0.9463490289648121
26,8,7,15,1792,3840,242.1555566745273,0.9459201432598723
